0	score	hospital
ดิฉันมีอาการสะอึกไม่หยุดทุกๆครึ่งชม. ตอนกลางคืนแค่รู้สึกตัวตื่น พลิกตัว ก็เกิดอาการสะอึกขึ้นมา และมีอาการไอ ไอรุนแรง จนอ้วก เกิดอาการมา1เดือนแล้ว พอจะมีวิธีรักษามั้ยคะ	4	Siriraj
นั่งคุยปกติไม่มีอาการอะไรอยู่ๆก็ปวดท้องจื้ดขึ้นมาเลยแล้วท้องก็จะเริ่มแข็งขึ้นแล้วเมือนบวมขึ้นๆแล้วจะลุกขึ้นมานั่งไม่ได้พักนึงและเจ็บเป็นมารอบนี้รอบที่2แล้วอ่ะค่ะ	5	Siriraj
หมอกระดูก ห่วยแตก วินิจฉัยโดยไม่ตรวจอาการคนไข้	1	Siriraj
คุณหมอมีความน่ารัก เป็นกันเอง พยาบาลใจดี แม้ว่าจะผิดนัด แล้วคิวคุณหมอยาวมาก ก็ยังสามารถให้วอร์คอินเข้าไปได้ ต้องขอบคุณจริงๆค่ะ	5	Siriraj
กาให้บริการและการตรวจรักษาดีมากๆพูดจากับคนไข้ก็ยิ้มแย้ม  ผิดกับโรงพยาบาลรัฐบางแห่ง ตวาดคนไข้ซะไม่อยากไปหาเลย อยู่แถวสามพรานแต่นั่งรถไปหาหมอที่ศิริราชเสียเงินก็ยอมเพราะที่ รพ.ศิริราชบริการคนไข้ดีมากๆ	5	Siriraj
หนูไปพบหมอจิตแพทย์มาค่ะ หนูเป็นโรคทูเร็ตต์ชนิดรุนแรงต้องใช้ยาบำบัด หนูไปหาหมอที่โรงพยาบาลอื่นมาก่อนแต่ไม่ดีขึ้นทั้งที่ปรับยาไปเยอะมากค่ะ แต่พอมาเจอคุณหมอท่านนี้ หนูรู้สึกว่าหนูสามารถกลับเป็นปกติได้ คุณหมอสอบถามอาการที่เป็นและยาที่เคยใช้ค่ะ แล้วท่านก็วิเคราะห์จากอาการและยาที่เคยใช้ และปรับยาให้ใหม่ค่ะ ซึ่งการปรับยานั้นเป็นที่พอใจสำหรับหนูมากค่ะ ทำให้หนูคิดว่าทำไมไม่มาที่นี่แต่แรก คุณหมอให้ความหวังกับหนูและบอกว่าหนูจะหายเป็นปกติได้ หนูรู้สึกว่ามันต้องหายได้แน่นอน คุณหมอท่านนี้มีอารมณ์ขันมากและเข้าใจวัยรุ่นมากค่ะ หนูคิดว่าถ้าวัยรุ่นที่อยากจะหาหมอจิตแพทย์ก็ควรมาพบกับท่านนี้ดูนะคะ ถึงจะเป็นครั้งแรกที่หนูไปรักษากับท่าน แต่ท่านก็วิเคราะห์ปัญหาและอาการของหนูได้ดีและแม่นยำมากค่ะ	5	Siriraj
ประทับใจการรักษาและดูแลคนไข้ของศิริราชมาก ทีมแพทย์และพยาบาล มืออาชีพ ทุกคนน่ารัก เอ็นดูลูกสาวของดิฉัน ให้ความเอาใจใส่เป็นอย่างดี  ขอบคุณที่นี้จากใจจริงๆค่ะ เราจะไม่ลืมเลย	5	Siriraj
เนื่องจากไม่เคยไปรับการรักษา ไปครั้งแรก เพราะหมอที่ดูแลอยู่แนะนำไป ก็เลย แบบไม่รู้เรื่อง แต่เจ้าหน้าที่ที่ดูแล ให้การบริการดีมากๆๆๆค่ะ เข้า ชัดเจนทุกขั้นตอน ไม่หงุดหงิดใส่ ดูแลคนไข้ตามลำดับอาการป่วย ตอบข้อสักถามดีมาก ทั้ง ๆ ที่คนก็เยอะ คนไม่เข้าใจก็เยอะ ชอบค่ะ ดีกว่ารพ เอกชนอีก ที่ไม่ค่อยดูแลเราแบบนี้เลย เป็นกำลังใจให้เจ้าหน้าที่ทุกคนเลยนะค่ะ สู้ ๆ	5	Siriraj
ตั้งแต่เจ้าหน้าที่ รวมไปถึงพยาบาลและหมอ ให้บริการดีมากไม่มีอาการหงุดหงิดหรือแสดงสีหน้าไม่ดีกับคนไข้เลย รักษาดี ช่วยเหลือผู้ป่วยที่ยังช่วยเหลือตัวเองไม่ได้แบบว่าดีเยี่ยมมาก ถ้ามีลูกคนต่อไป จะคลอดที่โรงพยาบาลศิริราชเหมือนเดิม	5	Siriraj
ได้ไปส่องก้ลองตรวจลำไส้ หมอให้ดูภาพภายในำไส้ แย้วทึ่งมาก ประทับใจ คุณหมอแจงรายละเอียดชัดเจน ภายในเป็นแผล หมอซ่อมแซมให้เรียบร้อย	5	Siriraj
หมอเก่ง สามารถหาสาเหตุอาการป่วยของคุณพ่อ และชาวยรักษาได้ดีด้วย	5	Siriraj
พยาบาลใจดี	4	Siriraj
เคยเป็นต่อมน้ำเหลืองอักเสบและภูมิแพ้ แล้วได้รักษาที่ศิริราชของคุณหมอดูแลคนไข้ดีมาก ตรวจหาสาเหตุอย่างละเอียด ตอนเจาะน้ำเหลืองที่คอมาตรวจ มือเบามาก แล้วก็นัดทุกสัปดาห์เพื่อติดตามอาการให้ยาติดต่อกันจนทำให้อาการดีขึ้นค่ะ	5	Siriraj
เจ้าหน้าที่ตอบทุกคำถามแม้ผู้ป่วยจะเยอะแค่ใหน	5	Siriraj
ต้องช่วยตัวเองทุกอย่าง ตั้งแต่เดินเอกสาร จนถึง จองห้องพักก็ต้องทำเอง เข้าใจว่าเป็น รพ รัฐ แต่ก็น่าจะมีการจัดการที่เป็นระบบมากกว่านี้	3	Siriraj
พยาบาลดูแลดีมากทั้งการพูดการจาไม่แบ่งชนชั้น	5	Siriraj
ประสบการคือ วันนั้นเป็นวันที่23ตุลาคม ชึ่งวันนั้นเราปวดท้องคลอดลูกมาก ก้อเอาเราไปนอนรอที่เตียงเข้าน้ำเกลือ ฉีดยาเร็งคลอด ทิ้งเรานอนไว้ที่เตียง แล้วพยาบาลไปนั่งเล่นมือถือ พอได้1ชั่งโมงผ่านไปเราเลยเรียก พยาบาลคะหนูอยากเบ่งคลอดค่ะ ก็ไม่สนใจ เล่นมือถือต่อ พออีก5นาทีต่อมา เราเลยตะโตนบอกหมอว่า ไม่ไหวแล้วค่ะ จะคลอดแล้ว จนกระทั่งลูกหลุดออกมาทั้งตัว หมอพยาบาลค่อยวิ่งมา....รับลูกเราที่คลอด ...ไม่อยากให้เกิดขึ้นอีกนะคะ อยากให้สนใจคนไข้มากกว่านี้	3	Siriraj
จำนวนแพทย์ไม่เพียงพอ รอนานมาก พอได้พบแพทย์พูดจาฮ่วนๆ หน้าตาไร้อารมณ์ในการให้บริหาร คิดบวกคือแกคงเหนื่อย	3	Siriraj
คุณหมอเก่งมาก ใส่ใจรายละเอียด แต่ที่เข้ารักษาเป็นคลีนิคพิเศษ ทำงานใกล้เคียงกับเอกชน	5	Siriraj
ผมเริ่มการรักษาที่โรงพยาบาลแห่งนี้มา 6 ปี ต่อเนื่อง เนื่องจากเป็นโรคไวรัสตับเอ็กเสบบี การเข้ารักษาในครั้งแรกก็ดูจะยุ่งยาก และใช้เวลาอย่างมาก เนื่องจากเป็นคนไข้ใหม่ แต่หลังจากนั้นเมื่อมีใบนัดครั้งต่อไปแล้ว ก็ไม่นานเท่าไหร่  มีคลีนิคนอกเวลาสำหรับนัดคุณหมอประจำที่ตรวจ  ถ้าไม่สะดวกมาในเวลาทำการด้วย รักษาดูอาการอยู่หลายปี  ค่าไวรัส ค่าตับอักเสบก็ลดลง แต่ก็มีภาวะตับแข็ง เนื่องจากใช้ชีวิตก่อนรักษาไม่ดูแลตัวเองประมาท เสี่ยง  คุณหมอดูแลดีมาก คอยหมั่นให้อัลตร้าซาวล์ดูเนื้อตับ จนกุมภาพันธ์ปี 2516 ก็พบว่ามีก้อนที่เนื้อตับ ทำ MRI หมอวินิจฉัยว่าเป็นมะเร็ง ผมเคยถามหมอว่าถ้าเป็นมะเร็งแล้วไง  ผมก็ต้องตายไม่ใช่เหรอ หมอบอกรักษาได้ถ้ารู้เร็วตัดออกได้  คุณหมอที่ดูแลเรื่องตับส่งผมไปหาหมอผ่าตัด  โดยรีบนัด หมอผ่าตัดวินิจฉัย แล้วอธิบายวิธีรักษาให้ผมอย่างละเอียด โดยส่งต่อให้หมอรังสีเริ่มทำในขั้นตอนแรก คือให้คีโมที่ก้อนเนื้อ เพื่อยับยั้งการจะเจริญเติบโตของมัน ทางแพทย์รังสีดูจาก MRI ของผม สนใจในตัวก้อนเนื้อ เพราะมันดูไม่เหมือนเซลมะเร็ง เลยขอตัดก้อนเนื้อนั้นไปตรวจ ประกฎว่าใช่แหละ แต่ำม่ใช่มะเร็งที่เกิดจากเนื้อตับ  แต่เป็นมะเร็งท่อน้ำดีในตับ การทำงานขั้นต่อมาแพทย์รังสี นัดผมมาอุดหลอดเลือดดำที่ตับข้างขวาที่มีก้อนเนื้อ เผื่อให้มันฝ่อ หลังจากนั้นผมบำรุงด้วยโปรตีนเยอะมาก เพื่อให้ตับโตขึ้นในข้างที่ไม่มีก้อนเนื้อ  เผื่อพร้อมสำหรับผ่าตัด หลังจากหนึ่งเดือนผ่านไป คุณหมอศัลย์มาเช็คขนาดตับผม มันก็โตขึ้นพอสมควร คุณหมอก็นัดผ่าตัด ก่อนการผ่าตัดผมกลัวมาก แต่หลังจากเข้ารับการผ่าตัด เหมือนไม่มีอะไรเกิดขึ้น คุณหมอตัดตับผมไป 60% ตามคำบอกของคุณหมอ  แต่ผมก็ไม่ได้มีอาการอะไรยังสามารถใช้ชีวิตอยู่ได้ดี  แต่ต้องมาติดตามอาการเป็นระยะๆ ต่อมาอีก 4 เดือน พบว่ามะเร็งได้กระจายมาที่ต่อมน้ำเหลืองในช่องท้อง จากการตรวจติดตาม ทางหมอศัลย์บอกว่าต้องให้คีโม เลยส่งตัวไปหาหมอเคมียำบัด หมอเคมีบำบัดอธิบายขั้นตอนและวิธีการรักษา ในขั้นนี้เราจะรักษาไม่หายนะครับ  เป็นเป็นการทำให้อาการสงบ เซลล์มะเร็งไม่รุกราม ไม่เติบโต ตอนนี้ผมให้คีโมต่อเนื่องกันมา 4 ครั้ง โดยให้ติดกัน 2 อาทิตย์ เว้น 1 อาทิตย์ แล้วก็ติดกันอีก 2 อาทิตย์ รวมทั้งหมด 12 ครั้ง  เท่ากับ 6 เข็ม คุณหมอบอกว่าการที่ให้ 2 อาทิตย์เท่ากับ 1 เข็ม มันจะช่วยไม่ให้หนักเกินไปสำหรับผม เพราะตัวยามันแรง ผ่านไป 4 ครั้งโชคดีที่ผมไม่มีอาการแพ้ ไม่อาเจียน ทานได้ มีมึนๆนิดหน่อย โดยรวมโอเค  ไม่เคยท้อ เชื่อมั่นในแพทย์ที่รักษา และการให้คำแนะนำ พยาบาลเอาใจใส่ดีทุกครั้งที่มานอนโรงพยาบาล ถามตอบในทุกข้อสงสัย  ผมจะขอผลเลือดมาดูค่าตับ ค่ามะเร็ง ค่าไต ค่าเลือดต่าง โดยให้พยาบาลอธิบายให้ฟัง เนื่องจากต้องการดูสภาพร่างกายโดยตลอด  ขอบคุณคุณหมอและพยาบาลที่นี่ที่ทำให้ผมมั่นใจในการรักษา ไม่ท้อ	5	Siriraj
คือ ผ่าคลอดคุณหมอคุณพยาบาล ดูแลดีมากค่ะ	4	Siriraj
ไปหาหมอเนื่องจากฮอร์โมนไม่ปกติ ตอนแรกคิดว่าศิริราชจะต้องรอนานมากๆเนื่องจากใช้สิทธิ์บัตรทองแต่ปรากฎคือเดี๋ยวนี้โรงพยาบาลพัฒนาระบบดีมากๆ รอไม่ถึงชั่วโมงได้พบคุณหมอและรับยาภายในสามสิบนาทีหลังตรวจเสร็จ คุณหมอเก่งและให้คำแนะนำอย่างดี พยาบาลและเจ้าหน้าที่ให้การบริการและความช่วยเหลืออย่างเป็นระบบ ดีมากๆค่า ตอนแรกคิดว่าไปรักษาบัตรทองจะต้องรอทั้งวันและเจอบริการไม่ดี ศิริราชสมัยนี้ลบล้างความเชื่อเก่าๆได้อย่างหมดจรดค่ะ	5	Siriraj
โรงพยาบาลที่มีคนไข้มากที่สุด แต่กลับปฏิบัติกับคนไข้ทุกคนอย่างดีที่สุด ถึงแม้คนไข้จะเยอะแค่ไหน พยาบาลและคุณหมอก้อไม่เคยละเลยคนไข้ และปฏิบัติกับทุกคนในมาตรฐานเดียวกัน ตรวจละเอียดเหมือนกัน สอบถามประวัติเหมือนกัน ไม่เคยผ่านเลยจุดใดจุดหนึ่งไป ใส่ใจในทุกรายละเอียด ศรัทธาแพทย์ พยาบาล และพนักงานทั้งหมดในโรงพยาบาลนี้ค่ะ	5	Siriraj
เจ้าหน้าที่ประกันสังคมบริการดีมาก น่ารักใจดี พยาบาลสวย ใจดีทุกคน ห้องแอร์ก็เย็น คิดว่านอนโรงแรม555 ส่วนตัวผมชอบมาก บริการทุกระดับประทับใจต้องศิริราช รอตรวจรอผลเลือด สรุปเป็น ลำไส้อักเสบ นอนไปครึ่งวันกลับบ้านได้	5	Siriraj
คุณแม่ ต้องตรวจจากแพทย์หลายท่าน และแต่ละท่านไม่เชื่อมโยงข้อมูลกัน ทำให้ต้องไป รพ ตามนัด หลายครั้งมากครับ	2	Siriraj
ได้เข้าพบคุณหมอแผนกนรีเวชที่รพ.ศิริราชค่ะ เป็นการตรวจ follow up (ติดตามผล) ในเรื่องของเยื่อบุมดลูกเจริญผิดที่ ท่านเป็นอาจารย์หมอแพทย์หญิงที่น่ารักมากๆเลยค่ะ ท่านยิ้มแย้มเป็นมิตร ซักประวัติเราด้วยความอ่อนโยนต่อผู้ป่วย บอกเราว่าที่เราเป็นโรคนี้ต้องรักษาแบบนี้นะคะ พร้อมทั้งแนะนำว่าต้องปฏิบัติตัวยังไง อาจารย์ท่านอธิบายอย่างละเอียดให้กับเรา ทำให้เรารู้สึกปลอดภัยและอบอุ่นหัวใจมากๆเลยค่ะ และที่สำคัญท่านสอนนักศึกษาแพทย์โดยใช้เคสของเราด้วย ดูท่านอธิบายให้นักศึกษาแพทย์ฟังแล้วท่านทั้งเก่งมากและเมตตาทั้งคนไข้และนักเรียน สัมผัสได้เหมือนกับเจอคนที่ไว้ใจได้มากที่สุด เพราะปกติแล้วการตรวจทางนรีเวชเป็นเรื่องละเอียดอ่อนมากๆ เข้าถึงใจผู้ป่วยอย่างลึกซึ้ง ประทับใจมากๆเลยค่ะ :)	5	Siriraj
สะอาด บริการดีค่ะ	4	Siriraj
ปกติจะเขียนรีวิวเกี่ยวกับเหตุการณ์ที่เกิดขึ้นจริงกับตัวเอง  ที่เลือกโรงพยาบาลศิริราช ทำให้ฉันได้เปลี่ยนชีวิตใหม่  เมื่อก่อนตอนสมัย ปวช ดิฉันเป็นสิว คลีนิกที่ว่าดังไปหมด เมื่อใช้ครีมเค้า รักษากับเค้าก็ดีแต่พอยาหมด ครีมหมดก็เป็นสิวเหมือนเดิม  มีคนแนะนำให้ไปรักษาที่ศิริราช แผนกโรคผิวหนัง นอกเวลา  ครั้งแรกที่ไปก็กลัวๆ กล้าๆๆ แต่เมื่อได้พบกับหมอ หมอแนะนำดีมาก ดิฉันไปรักษาตามหมอ 3 ครั้ง หน้าดีขึ้นมาก มีแต่คนทัก  หลังจากนั้นก็หายไม่ได้ไปหาหมออีกเลย	5	Siriraj
คนเยอะมากเพราะเป็นรพ.รัฐ ค่ารักษาถ้าจ่ายเองถูกกว่าเอกชนเล็กน้อย ตรงค่าหมอจะแค่100แต่ค่ายาก็จ่ายเต็ม แต่จัดคิวงง มีใบนัดมาในใบมีเวลานัดชัดเจน แต่พอมารอจริง เรียกก่อนเวลา ถ้าไม่รอตลอดก็จะเลยคิวไป แต่พยาบาลบริการดี มีเจ้าหน้าที่ตามจุด แค่ต้องรอยานานบ้าง	3	Siriraj
คลีนิคพิเศษ รพ ศิริราช บริการดี จัดระบบ แยกคัดกรองคนไข้ จัดลำดับการเข้าพบแพทย์ได้ดี ทำให้ได้ตรวจเร็ว คนไข้ไม่ต้องรอนานและไม่ตกค้างมาก	5	Siriraj
ดีค่ะ	4	Siriraj
บริการเป็นเลิศ. ถือประโยชน์ส่วนตนเป็นที่ 2. ดูแลคนไข้เป็นที่ 1	5	Siriraj
เคยไปรักษาสิวที่โรงพยาบาลศิริราชค่ะ ประทับใจเพราะคุณหมอให้คำแนะนำเป็นอย่างดี  จ่ายยาพอเหมาะ ถ้าหากไม่หมดก็ไม่ต้องซื้อ ใช้ยาตามหมอสั่งแล้วได้ผล ข้อเสีย นัดครั้งแรกต้องล่วงหน้า 1เดือน มาครั้งแรกทำตัวไม่ถูก พยาบาลไม่ค่อยแนะนำ บางครัังรอคิวนานทั้งๆที่มาตามเวลา	4	Siriraj
เมื่อวัาที่28/12/59 ได้เข้าไปตรวจตามนัดของคลินิคนารีเวช นึกไปนึกมาเราก็มีอาการผมร่วงมาสัก 2 ปีกว่า ไปตรวจกับคลินิคผิวหนังดีกว่า ว่าแล้วก็ขึ้นไปลงทะเบียนได้คิวที่60 ซึ่งเป็นคิวสุดท้ายของ อ.หมอ แต่เราขอลงไปตรวจที่นารีเวชก่อน พยาบาลแจ้งว่าประมาณ 1 ทุ่ม ให้กลับขึ้นมาตรวจน่ะ แต่ 1 ทุ่มเราก้อยังรรวจไม่เสร็จ ผลสุดท้ายทั้งพยาบาลและอ.หมอ ก็นั่งรอตรวจให้ค่ะ	5	Siriraj
การวินิจฉันโรคของหมอ  เข้าใจว่าหมอเจอคนไข้ที่ป่วยด้วยเป็นโรคมะเร็งและอยู่ในระยะสุดท้ายมาเยอะ  ต้องพูดซ้ำแล้วซ้ำอีกทำให้อาจเบื่อที่จะต้องพูดอ้อมโรคกับคนไข้ระยะสุดท้าย  แต่ด้วยจรรยาบรรณของหมอก็ไม่ควรพูดเพื่อหยุดการรักษาแล้วบอกว่ารักษาไปก็ไม่หาย  ก็ได้ถือว่ารักษาแล้ว  ด้วยน้ำเสียงตะคอกและเสียงน้ารำคาญอย่างนั้นกับคนไข้  ควรจะบอกดีๆหรือไม่ก็แจ้งข่าวกับญาติก็ได้  คนไข้ที่รู้ตัวเองมันก็สิ้นหวังพออยู่แล้ว  มาเจอหมอพูดแบบนี้จะทำให้คนไข้อยู่ต่อด้วยความสิ้นหวัง   คุณชั่งเป็นหมอที่ไร้ความเมตตาเสียจริงๆ  ควรปรับปรุงด้านการใช้วาทะในการพูดกับคนไข้เป็นอย่างมาก	1	Siriraj
มานอนโรงพยาบาลศิริราช ห้องพัก ดี แต่ขาดการบริการที่จอดรถ	3	Siriraj
เป็น รพ.รัฐบาลที่ให้บริการอย่างดีเยี่ยม พยาบาลยิ้มแย้มแจ่มใส อาจจะต้องไปเช้าเพื่อได้พบหมอ แต่การรอพบแพทย์ก็ไม่นานจนเกินไป	5	Siriraj
ชีวิตมีค่าในบางเวลาไม่อาจรอได้ เวลามารพ.มักจะต้องทำเองบ้างแต่ก็ดีกว่ารอคะ เพราะเวลาของหมอและพยาบาลมีความสำคัญยิ่งในรพ.ใหญ่แล้วถ้วนแต่แลดูวุ่นวายมาก เพราะฉะนั้นอะไรที่เราสามารถช่วยเหลือตัวเองได้ก็ทำได้ ไปจะได้ไม่เป็นภาระแก่บุคคลใครให้เป็นความล่าช้า	5	Siriraj
หมอให้คำปรึกษากระจ่างดีค่ะ เข้าใจง่าย เจ้าหน้าที่ก็ต้อนรับดีค่ะ พูดจาดี	4	Siriraj
พยาบาลดูแลหลังจากคลอดลูกดีมาก บอกและแนะนำดีมากโดยเฉพาะช่วยเหลือเรื่องการให้นมลูกได้ดีจริงๆ ถ้าไม่ได้พยาบาลคอยแนะนำ คอยสอนในทุกเรื่องที่ผู้เป็นแม่ควรทำ เราก็คงทำอะไรไม่เป็นเลย ต้องขอบคุณพยาบาลทุกท่านจริงๆที่ดูแลเราเป็นอย่างดี	4	Siriraj
จริงๆก็ไม่ได้ไปรับการรักษานะคะ แต่บริจาคเลือดค่ะ พยาบาลและเจ้าหน้าที่น่ารักมากๆ... ตอนบริจาคเลือดเสร็จ แกล้งเป็นลม (ตอนนั้นไปกับเพื่อน จะแกล้งเพื่อนเล่นตรงหน้าลิฟ) เจ้าหน้าที่วิ่งมาจากในห้องบริจาคเลือด มาถามใหญ่เลยว่าเป็นอะไรมั้ย ประทับใจมากเลยค่า	4	Siriraj
ให้บริการช้า รคิวนานใสก ไปอย่างต่ำเสับเวลาค่อนวัน แยากฝห้ปรับปรุงเรื่องกานบริการ	2	Siriraj
หมอเข้าใจลักษณะโรคที่เป็น จ่ายยาตรงโรคกินยา2วันไม่มีอาการ	4	Siriraj
แพทย์ พยาบาล บุคคลากรทุกส่วนงานเป็นมืออาชีพมากๆรู้วิธีรับมือกับภาวะวิกฤตต่างๆ รวมถึง ปัญหาส่วนตัวของคนไข้เอง และญาติของคนไข้	5	Siriraj
ตัวเองได้คลอดก่อนกำหนดที่โรงพยาบาลศิริราชซึ่งไม่เคยคิดว่าโรงพยาบาลรัฐบาลจะบริการได้รวดเร็ว และดีอย่างนี้ เพราะเราเป็นเคทฉุกเฉิน อายุครรภ์25week+5 ตอนแรกจะเข้าไปตรวจเรื่องน้ำคล่ำกับตกขาวเยอะ แต่พอถึงโรงพยาบาลระหว่างจะไปยื่นบัตรน้ำคล่ำไหลออกมาเราก็ตกใจทำไรไม่ถูกเลยเดินไปห้องที่มีเจ้าหน้าที่ยืนอยู่และบอกเค้าว่าน้ำคล่ำไหล แค่นั้นเจ้าหน้าที่รีบหารถเข็นมาให้นั่ง แล้วก็มีเจ้าหน้าที่มาซักประวัติ สักพักก็พาขึ้นไปห้องรอคลอดเพื่อตรวจว่าใช่น้ำคล่ำจริงรึเปล่า คุณหมอทำการตรวจไปซักประวัติไปสรุปเป็นน้ำคล่ำจริงๆเลยต้องนอนรอคลอดเลย ระยะเวลาทั้งหมดรวดเร็วมาก ทุกคนเป็นมืออาชีพใส่ใจคนไข้ ยิ่งกว่าโรงพยาเอกชนซะอีก ทำให้รู้สึกประทับใจมากค่ะ	5	Siriraj
